"Data Source","World Development Indicators",

"Last Updated Date","2019-03-21",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Croatia","HRV","Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports)","TM.VAL.MRCH.R6.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.384715780173885","0.398515178436373","0.220251856109588","0.253192725654308","0.75853374439081","0.270309107785757","1.01633585637461","0.504395143325427","0.443359294944969","0.321554680848677","0.267160005735613","0.374368376668388","0.232982773158943","0.208499870814126","0.19623528840679","0.266968532631568","0.236783050531206","0.151918816712357","0.601026565407668","0.369998892948679","0.606907561429193","0.320090948967412","0.108878550225938","0.0694060028796421","",
"Croatia","HRV","Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports)","TM.VAL.MRCH.R5.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.335072566865832","0.34868913019858","0.326717622124077","0.298688293545316","0.296510530841473","0.289210031989167","0.315286745398388","0.294747228857559","0.353836255581898","0.405651177568253","0.410813000504286","0.440151185789666","0.52353848827316","0.605637850905402","0.646070966027866","0.867029302849325","0.93166275564684","1.23482420686006","1.22421932536981","0.943152217441668","0.636230013456006","0.774430543811573","0.637288593428641","0.697648036016389","",
"Croatia","HRV","Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports)","TM.VAL.MRCH.R4.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.55775852095351","4.8539252593298","6.88431530423002","3.93075113017749","2.0640447523582","1.30494052034503","3.84450835140657","3.78342499672479","3.01616380531399","3.13768568499762","1.41987910102436","1.15306090357611","0.338647780140378","0.556548821606183","0.766383455550827","0.350438714080063","0.589094388429388","0.55908466023268","0.380325904982754","0.584706876795317","0.645592006671125","1.04509354143888","1.52278343691899","1.96903612732349","",
"Croatia","HRV","Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports)","TM.VAL.MRCH.R3.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.34654347653565","1.70005091790712","1.46855975196102","1.46256162575225","1.30817708078419","1.12615849072236","1.20141286175516","1.20927273007387","1.27205757674223","1.12006778307768","1.05848439045067","1.06475309934827","1.16181541076166","1.28247550622683","1.37644609333459","1.39581100033104","1.55913170524603","1.64215262282402","1.72430026121181","1.15970592137117","0.677224650424965","0.626066074975294","0.73080265996526","0.439646163897272","",
"Croatia","HRV","Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports)","TM.VAL.MRCH.R2.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.45984290944311","5.49752692274227","4.41494472530961","5.18985291967613","8.18821318629693","7.99785817029144","12.0347103821741","11.603813984821","10.5740681129213","10.4971658598591","9.5173742630539","13.1404887207727","16.7214352657412","17.9228072276462","18.9684945074175","18.9775432288039","18.750827095098","21.229089551073","20.1280905296852","18.9378192303451","18.5209266962548","14.9109407456697","12.6248913296069","12.2439264158758","12.3375305605312","",
"Croatia","HRV","Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports)","TM.VAL.MRCH.R1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.785169759327943","0.8252322730052","0.939184736868466","1.1124435598084","1.08708518638194","1.31180181474764","1.75462632902929","2.46443330909246","3.45767445112322","3.86106796111154","4.98464167646611","5.58479999293655","6.24912891114762","7.25044900287821","7.16651081652625","7.88371575610694","8.2250360621472","8.20064782284589","8.24094646402314","6.55326253611889","2.98377759783398","3.21927714988194","3.45798285068546","3.81622638758982","",
"Croatia","HRV","Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports)","TM.VAL.MRCH.OR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.45984290944311","15.9067870265991","12.5413574841867","15.0288821909693","15.2458505212347","13.5122094650481","16.3371303477641","19.735984128785","18.8303415209954","19.0402572435654","18.3634015506577","21.2814668949537","25.3385688240602","26.428920591128","28.8721055598482","29.1291898486502","29.5147904010969","32.7707975130737","31.9167186591602","31.1086377513403","28.1317531409305","20.460672575485","18.609849588682","18.7016625071001","19.3294932782378","",
"Croatia","HRV","Merchandise imports from high-income economies (% of total merchandise imports)","TM.VAL.MRCH.HI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.529279035557","82.354820851297","86.2760661336265","83.100190536349","82.8342145352295","80.339970729052","80.2871128061529","79.7511405700078","80.7380052688091","80.4593411545544","81.0756626186586","77.8476184850467","73.6986978355099","72.4593738496624","71.0672066863009","70.8282538723401","70.4528759754529","67.1972712702596","68.0350783425919","68.8163379312758","71.1795002798428","78.2621886961013","80.1560926592351","80.360727336425","79.6285531006545","",
"Croatia","HRV","Merchandise imports (current US$)","TM.VAL.MRCH.CD.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4500000000","4666000000","5229000000","7352000000","7783830000","9101490000","8275580000","7799000000","7887000000","9147000000","10722000000","14209000000","16589200000","18598921770","21476535760","25617111900","30728437000","21122851200","20067135074.3844","22663355955.84","20832261120","22021757340","22789620400","20596536100","21906768590","24731279430","",
"Croatia","HRV","Merchandise imports from economies in the Arab World (% of total merchandise imports)","TM.VAL.MRCH.AL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.04864308231575","3.73927048913148","4.81048033486697","3.87316736791931","1.88657482673981","1.05068425229368","3.89628823691924","3.80087270644264","3.04070398930678","3.15513820815372","1.49257698567646","1.23192233211622","0.431502214258936","0.634278745023417","0.841761027030104","0.471524139375426","0.840408179536601","0.856387499009663","0.678128390810522","0.96570976904706","0.992729277857046","1.55172935723274","1.98428267820272","2.08576743711345","",
